iter	Logloss
0	0.472573775
1	0.3439859037
2	0.2359434385
3	0.1664423956
4	0.1269544385
5	0.1001209077
6	0.08434238654
7	0.07433039994
8	0.06750030031
9	0.06089426952
10	0.0559630887
11	0.05231542511
12	0.05027273568
13	0.04846034695
14	0.04763488751
15	0.04650524034
16	0.04591960697
17	0.04463875133
18	0.04422081761
19	0.04379156747
20	0.04349047566
21	0.04310225723
22	0.04279092418
23	0.0424777832
24	0.04229467756
25	0.0421193222
26	0.04190581886
27	0.0418003168
28	0.04170793652
29	0.04166731467
30	0.04143680093
31	0.04132603479
32	0.04127152121
33	0.04113822028
34	0.0410742763
35	0.0410488478
36	0.04102700931
37	0.04092804335
38	0.04091248803
39	0.04090449537
40	0.04088775275
41	0.04087715601
42	0.04083145539
43	0.04081864216
44	0.04076484497
45	0.04071872698
46	0.04069115628
47	0.04067882902
48	0.04066788068
49	0.04064349052
50	0.04063155775
51	0.04062465528
52	0.04061308175
53	0.04059592713
54	0.04058799774
55	0.04057709415
56	0.04056204226
57	0.0405581738
58	0.04053492753
59	0.04051650695
60	0.04050423003
61	0.0404952106
62	0.04046763271
63	0.0404558258
64	0.04045186346
65	0.04043916658
66	0.04043313386
67	0.04042220789
68	0.0404155209
69	0.04040919933
70	0.04038410546
71	0.04037291537
72	0.0403493112
73	0.04034835703
74	0.04031762574
75	0.04031232649
76	0.04030071127
77	0.04029177037
78	0.04027366087
79	0.04026626285
80	0.04026317278
81	0.04025818138
82	0.04025597647
83	0.04024747814
84	0.04023104404
85	0.04022726889
86	0.04022110358
87	0.04021379855
88	0.0402101075
89	0.04020982869
90	0.0402055946
91	0.04019518164
92	0.04018945424
93	0.04018214235
94	0.04017856652
95	0.04017464658
96	0.04015956154
97	0.04015852771
98	0.0401471277
99	0.04014376784
100	0.04013653356
101	0.04013068018
102	0.04012246743
103	0.04011652737
104	0.04011545588
105	0.04010668754
106	0.04010121461
107	0.04009675219
108	0.04009410901
109	0.0400921085
110	0.04008825686
111	0.04008490747
112	0.04007536925
113	0.04007399321
114	0.04007196718
115	0.04006576486
116	0.04006435962
117	0.04006078402
118	0.04005479414
119	0.0400509521
120	0.04004772818
121	0.04003678651
122	0.04002832278
123	0.04002265871
124	0.04001558666
125	0.04000981338
126	0.04000394117
127	0.03999580376
128	0.03998695383
129	0.03998474989
130	0.03998154138
131	0.039975539
132	0.0399718462
133	0.03996823448
134	0.03996699761
135	0.0399660136
136	0.0399635534
137	0.03995850184
138	0.03995248246
139	0.03994871547
140	0.03994400389
141	0.03994053243
142	0.03993711416
143	0.03993526019
144	0.0399313731
145	0.03992751469
146	0.03992292739
147	0.03991605636
148	0.03991155151
149	0.03990837659
150	0.03990471937
151	0.03990304132
152	0.03989822704
153	0.039896884
154	0.03989155297
155	0.03988764537
156	0.03988513946
157	0.0398817675
158	0.03988078006
159	0.03987657412
160	0.03987473791
161	0.03987227516
162	0.03987046471
163	0.03986931855
164	0.03986781482
165	0.03986582586
166	0.03986237272
167	0.03985845818
168	0.03985734395
169	0.03985636893
170	0.03985513195
171	0.03985099958
172	0.03984832554
173	0.0398455515
174	0.03983953344
175	0.03983669897
176	0.03983479143
177	0.03983401503
178	0.03983201173
179	0.03982940893
180	0.0398260491
181	0.03982163562
182	0.0398195428
183	0.03981618114
184	0.03981358685
185	0.03981088704
186	0.03980674348
187	0.03980490584
188	0.03980140595
189	0.03979803698
190	0.03979404613
191	0.03978421509
192	0.03978087062
193	0.03977875892
194	0.03977549452
195	0.03977213588
196	0.03976879449
197	0.03976253661
198	0.03976074706
199	0.039759546
200	0.03975397257
201	0.0397507061
202	0.03974991008
203	0.03974503789
204	0.0397436159
205	0.03974065988
206	0.03973504828
207	0.03973267703
208	0.03972733153
209	0.03972334939
210	0.03971847129
211	0.03971605462
212	0.03971116713
213	0.0397067855
214	0.03970378497
215	0.03970150349
216	0.03969982627
217	0.03969676593
218	0.03969238047
219	0.03969039054
220	0.03968785033
221	0.03968279704
222	0.03967981024
223	0.03967352311
224	0.03966976781
225	0.03966663863
226	0.03966438413
227	0.03966123047
228	0.03965888118
229	0.03965685311
230	0.03965357979
231	0.03964931138
232	0.03964710536
233	0.03964518619
234	0.03964205567
235	0.03963999588
236	0.0396367127
237	0.03963480814
238	0.03963252669
239	0.03962923311
240	0.03962643109
241	0.03962498816
242	0.03962161952
243	0.03961501878
244	0.03961014171
245	0.03960723351
246	0.03960439253
247	0.03959774393
248	0.03959190627
249	0.03958992284
250	0.03958835938
251	0.03958651903
252	0.03958369242
253	0.03958069963
254	0.03957825375
255	0.03957416333
256	0.03956935181
257	0.03956334197
258	0.03956195568
259	0.0395544246
260	0.03955216474
261	0.03955051369
262	0.03954622015
263	0.03954360643
264	0.0395386632
265	0.03953772937
266	0.03953591921
267	0.03952941255
268	0.03952765727
269	0.03952462291
270	0.03952245214
271	0.03951725977
272	0.03951491252
273	0.03950965968
274	0.03950494073
275	0.0394980536
276	0.03949385803
277	0.03949038807
278	0.03948679083
279	0.03948410007
280	0.03947894353
281	0.03947721491
282	0.03947448487
283	0.03947295459
284	0.03947088802
285	0.03946890914
286	0.03946375244
287	0.03946185775
288	0.03945794965
289	0.03945389522
290	0.03945290144
291	0.03945192562
292	0.03944741351
293	0.03944250504
294	0.039436236
295	0.0394337961
296	0.03943055118
297	0.0394271184
298	0.03942341133
299	0.03941338862
300	0.03940962066
301	0.03940615349
302	0.0394029646
303	0.0394001219
304	0.0393980439
305	0.03939293
306	0.03939066241
307	0.03938697948
308	0.03938417965
309	0.03938142154
310	0.03937664951
311	0.03937527518
312	0.03937428356
313	0.03937224219
314	0.03936747319
315	0.039366536
316	0.03936384809
317	0.03936265864
318	0.03936153303
319	0.03935881179
320	0.03935417584
321	0.03935116504
322	0.03934570367
323	0.03934224713
324	0.0393405845
325	0.0393352417
326	0.03933240615
327	0.0393304038
328	0.03932378442
329	0.03931922926
330	0.03931789657
331	0.03931549786
332	0.03931246062
333	0.03930987284
334	0.03930381611
335	0.03930024522
336	0.03929437296
337	0.03928887943
338	0.03928725285
339	0.0392818504
340	0.0392800542
341	0.0392751466
342	0.03926954449
343	0.03926686129
344	0.03926396164
345	0.03925934881
346	0.03925452192
347	0.0392522875
348	0.03924639838
349	0.03924426562
350	0.03923988356
351	0.03923521339
352	0.03922988794
353	0.03922640315
354	0.03922135193
355	0.03921732205
356	0.03921359188
357	0.03921285589
358	0.03921009102
359	0.03920812601
360	0.03920626902
361	0.03920342198
362	0.03920152818
363	0.039199374
364	0.03919777451
365	0.03919312213
366	0.0391914496
367	0.03919020179
368	0.03918653492
369	0.039180523
370	0.03917653301
371	0.03917266997
372	0.03916974187
373	0.03916599982
374	0.03916477905
375	0.03916297831
376	0.03915963471
377	0.03915669653
378	0.03915157789
379	0.03914813511
380	0.03914357058
381	0.03913749287
382	0.03913326731
383	0.03913034018
384	0.0391278077
385	0.03912086032
386	0.0391183458
387	0.0391174034
388	0.03911638552
389	0.03911222217
390	0.03911160227
391	0.0391102223
392	0.03910872832
393	0.03910641458
394	0.03910054445
395	0.03909867417
396	0.03909167547
397	0.03908627819
398	0.03908258282
399	0.03907813006
400	0.03907547095
401	0.03907026399
402	0.03906542548
403	0.03905869245
404	0.03905546081
405	0.03905320845
406	0.03905043914
407	0.03904650839
408	0.03904038467
409	0.03903907031
410	0.03903740544
411	0.03903419919
412	0.03903219085
413	0.03902646683
414	0.03902054984
415	0.03901335735
416	0.03900971073
417	0.039005773
418	0.03900344628
419	0.03900127241
420	0.03899855262
421	0.03899002061
422	0.03898751983
423	0.03898200556
424	0.03897621562
425	0.03897206292
426	0.03896731895
427	0.03896402249
428	0.03896091078
429	0.03895802465
430	0.03895459311
431	0.03895043558
432	0.03894793947
433	0.03894751405
434	0.03894540988
435	0.03894409997
436	0.03894315369
437	0.03893799029
438	0.03893571145
439	0.03893488572
440	0.03893113155
441	0.038929116
442	0.03892746031
443	0.03892543992
444	0.03892514618
445	0.03892196553
446	0.03892017638
447	0.0389192379
448	0.03891743162
449	0.03891652955
450	0.03891292294
451	0.03891081515
452	0.03890774464
453	0.03890524435
454	0.03890364746
455	0.0389010432
456	0.03890055256
457	0.03889777254
458	0.03889444408
459	0.03888974744
460	0.03888593215
461	0.03888425237
462	0.03888176185
463	0.03887780047
464	0.03887683146
465	0.03887372753
466	0.03887061081
467	0.03886865657
468	0.03886268561
469	0.03886127564
470	0.03885964351
471	0.03885747416
472	0.03885358579
473	0.03885037775
474	0.03884530292
